,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt
1369,,,,,防衛大臣,12,,
1370,,,,,ケース,12,,
1371,,,,,交換,12,,
1372,,,,,本人,12,,
1373,,,,,株価,12,,
1374,,,,,先方,12,,
1375,,,,,人物,12,,
1376,,,,,反論,12,,
1377,,,,,正当,12,,
1378,,,,,購入,12,,
1379,,,,,麻生,12,,
1380,,,,,加入,12,,
1381,,,,,国連決議,12,,
1382,,,,,避難所,12,,
1383,,,,,交渉参加,12,,
1384,,,,,再生産,12,,
1385,,,,,中堅,12,,
1386,,,,,結実,12,,
1387,,,,,自動車,12,,
1388,,,,,閉会,12,,
1389,,,,,開花,11,,
1390,,,,,並み,11,,
1391,,,,,役所,11,,
1392,,,,,育休,11,,
1393,,,,,大局,11,,
1394,,,,,重層,11,,
1395,,,,,中東,11,,
1396,,,,,演説,11,,
1397,,,,,国債,11,,
1398,,,,,ことし,11,,
1399,,,,,第一,11,,
1400,,,,,金融緩和,11,,
1401,,,,,実効,11,,
1402,,,,,視野,11,,
1403,,,,,割り,11,,
1404,,,,,収集,11,,
1405,,,,,事務,11,,
1406,,,,,有効,11,,
1407,,,,,視察,11,,
1408,,,,,電話,11,,
1409,,,,,さら,11,,
1410,,,,,共助,11,,
1411,,,,,担当,11,,
1412,,,,,大前提,11,,
1413,,,,,人材育成,11,,
1414,,,,,案件,11,,
1415,,,,,民主,11,,
1416,,,,,隣国,11,,
1417,,,,,ソフト,11,,
1418,,,,,リーマン・ショック,11,,
1419,,,,,化石燃料,11,,
1420,,,,,廃炉,11,,
1421,,,,,国土,11,,
1422,,,,,ガイドライン,11,,
1423,,,,,理念,11,,
1424,,,,,主体,11,,
1425,,,,,効果的,11,,
1426,,,,,不可能,11,,
1427,,,,,きっかけ,11,,
1428,,,,,専門,11,,
1429,,,,,賠償,11,,
1430,,,,,最優先,11,,
1431,,,,,一律,11,,
1432,,,,,福島第一原発,11,,
1433,,,,,守るべきもの,11,,
1434,,,,,不適切,11,,
1435,,,,,各省,11,,
1436,,,,,周知,11,,
1437,,,,,福島県,11,,
1438,,,,,進化,11,,
1439,,,,,危機管理,11,,
1440,,,,,客観,11,,
1441,,,,,会長,11,,
1442,,,,,近年,11,,
1443,,,,,沖縄振興,11,,
1444,,,,,農林,11,,
1445,,,,,減税,11,,
1446,,,,,研究開発,11,,
1447,,,,,待った,11,,
1448,,,,,方式,11,,
1449,,,,,船舶,11,,
1450,,,,,処分,11,,
1451,,,,,提示,11,,
1452,,,,,日本国憲法第9条,11,,
1453,,,,,周年,11,,
1454,,,,,正規雇用,11,,
1455,,,,,日米関係,11,,
1456,,,,,力による現状変更,11,,
1457,,,,,領空,11,,
1458,,,,,開示,11,,
1459,,,,,新薬,11,,
1460,,,,,産品,11,,
1461,,,,,観光客,11,,
1462,,,,,フィリピン,11,,
1463,,,,,掃海,11,,
1464,,,,,実績,11,,
1465,,,,,態勢,11,,
1466,,,,,切れ目,11,,
1467,,,,,幾ら,11,,
1468,,,,,自分たち,11,,
1469,,,,,意図,11,,
1470,,,,,射程,11,,
1471,,,,,立法,11,,
1472,,,,,どおり,11,,
1473,,,,,一生懸命,11,,
1474,,,,,放棄,11,,
1475,,,,,日中関係,11,,
1476,,,,,東シナ海,11,,
1477,,,,,高齢化,11,,
1478,,,,,改正案,11,,
1479,,,,,円高,11,,
1480,,,,,為替,11,,
1481,,,,,途中,11,,
1482,,,,,寄附,11,,
1483,,,,,解明,11,,
1484,,,,,域内,11,,
1485,,,,,数字,11,,
1486,,,,,立法府,11,,
1487,,,,,消防,11,,
1488,,,,,救助,11,,
1489,,,,,河野,11,,
1490,,,,,熊本県,11,,
1491,,,,,書簡,11,,
1492,,,,,混同,11,,
1493,,,,,地理的表示,11,,
1494,,,,,一億総活躍社会,11,,
1495,,,,,給付型奨学金,11,,
1496,,,,,日ロ,11,,
1497,,,,,カナダ,11,,
1498,,,,,規律,11,,
1499,,,,,蓮舫,11,,
1500,,,,,逮捕,11,,
1501,,,,,暴発,11,,
1502,,,,,詐欺,11,,
1503,,,,,ダボス会議,10,,
1504,,,,,メンバー,10,,
1505,,,,,採用,10,,
1506,,,,,人生,10,,
1507,,,,,定数,10,,
1508,,,,,お話し,10,,
1509,,,,,会場,10,,
1510,,,,,主要,10,,
1511,,,,,中期,10,,
1512,,,,,財政再建,10,,
1513,,,,,用意,10,,
1514,,,,,保全,10,,
1515,,,,,本法,10,,
1516,,,,,暗号,10,,
1517,,,,,在日米軍,10,,
1518,,,,,既存,10,,
1519,,,,,全額,10,,
1520,,,,,安定化,10,,
1521,,,,,分の,10,,
1522,,,,,失業率,10,,
1523,,,,,セーフティーネット,10,,
1524,,,,,生きがい,10,,
1525,,,,,裾野,10,,
1526,,,,,余り,10,,
1527,,,,,省エネ,10,,
1528,,,,,廃棄,10,,
1529,,,,,通常,10,,
1530,,,,,一手,10,,
1531,,,,,対話のドア,10,,
1532,,,,,判決,10,,
1533,,,,,NHK,10,,
1534,,,,,先月,10,,
1535,,,,,貴重,10,,
1536,,,,,細やか,10,,
1537,,,,,予防,10,,
1538,,,,,サポート,10,,
1539,,,,,国家安全保障戦略,10,,
1540,,,,,教育委員会,10,,
1541,,,,,道徳教育,10,,
1542,,,,,教科,10,,
1543,,,,,時点,10,,
1544,,,,,中核,10,,
1545,,,,,資金,10,,
1546,,,,,設備,10,,
1547,,,,,即時,10,,
1548,,,,,税制抜本改革,10,,
1549,,,,,冷静,10,,
1550,,,,,固定化,10,,
1551,,,,,いつ,10,,
1552,,,,,東京電力,10,,
1553,,,,,被害者,10,,
1554,,,,,同法,10,,
1555,,,,,合格,10,,
1556,,,,,疎通,10,,
1557,,,,,俯瞰,10,,
1558,,,,,一括,10,,
1559,,,,,高い評価,10,,
1560,,,,,地位,10,,
1561,,,,,再発防止,10,,
1562,,,,,科学,10,,
1563,,,,,六次産業,10,,
1564,,,,,フル,10,,
1565,,,,,衆参両院,10,,
1566,,,,,移譲,10,,
1567,,,,,構想,10,,
1568,,,,,個性,10,,
1569,,,,,御冥福をお祈り,10,,
1570,,,,,若い世代,10,,
1571,,,,,慣行,10,,
1572,,,,,先頭,10,,
1573,,,,,慢性,10,,
1574,,,,,先進国,10,,
1575,,,,,金融政策,10,,
1576,,,,,退席,10,,
1577,,,,,着席,10,,
1578,,,,,体系,10,,
1579,,,,,天下り,10,,
1580,,,,,不足,10,,
1581,,,,,グレーゾーン,10,,
1582,,,,,人件費,10,,
1583,,,,,延長,10,,
1584,,,,,倍増,10,,
1585,,,,,英語,10,,
1586,,,,,平時,10,,
1587,,,,,運転,10,,
1588,,,,,再開,10,,
1589,,,,,普及,10,,
1590,,,,,この国。,10,,
1591,,,,,刺激,10,,
1592,,,,,受動,10,,
1593,,,,,海保,10,,
1594,,,,,空中給油機,10,,
1595,,,,,法制局,10,,
1596,,,,,長官,10,,
1597,,,,,南シナ海,10,,
1598,,,,,通告,10,,
1599,,,,,吉田,10,,
1600,,,,,年内,10,,
1601,,,,,櫻井,10,,
1602,,,,,均てん,10,,
1603,,,,,パート,10,,
1604,,,,,外交交渉,10,,
1605,,,,,行政府,10,,
1606,,,,,写真,10,,
1607,,,,,週刊誌,10,,
1608,,,,,中長期的,10,,
1609,,,,,設計,10,,
1610,,,,,介護報酬,10,,
1611,,,,,商品,10,,
1612,,,,,側面,10,,
1613,,,,,平素,10,,
1614,,,,,サミット,10,,
1615,,,,,山本,10,,
1616,,,,,本日,10,,
1617,,,,,かかわり,10,,
1618,,,,,農産物,10,,
1619,,,,,玉木,10,,
1620,,,,,山尾,10,,
1621,,,,,第二位,10,,
1622,,,,,パリ協定,10,,
1623,,,,,享受,10,,
1624,,,,,国有企業,10,,
1625,,,,,以前,10,,
1626,,,,,トランプ政権,10,,
1627,,,,,版図,10,,
1628,,,,,持続可能性,10,,
1629,,,,,天皇,10,,
1630,,,,,利用者負担,10,,
1631,,,,,構造改革特区,10,,
1632,,,,,元手,9,,
1633,,,,,減額,9,,
1634,,,,,創意工夫,9,,
1635,,,,,着手,9,,
1636,,,,,国家安全保障,9,,
1637,,,,,行政機関,9,,
1638,,,,,全体像,9,,
1639,,,,,機動,9,,
1640,,,,,短縮,9,,
1641,,,,,拒否,9,,
1642,,,,,子ども,9,,
1643,,,,,疾患,9,,
1644,,,,,小児,9,,
1645,,,,,プログラム,9,,
1646,,,,,革新,9,,
1647,,,,,増大,9,,
1648,,,,,カ月,9,,
1649,,,,,否定,9,,
1650,,,,,拝見,9,,
1651,,,,,歴代,9,,
1652,,,,,官房副長官,9,,
1653,,,,,国交省,9,,
1654,,,,,靖国神社,9,,
1655,,,,,サンフランシスコ平和条約,9,,
1656,,,,,一倍,9,,
1657,,,,,タイト,9,,
1658,,,,,甘利,9,,
1659,,,,,最終処分場,9,,
1660,,,,,出し手,9,,
1661,,,,,たび,9,,
1662,,,,,普通,9,,
1663,,,,,中長期,9,,
1664,,,,,ハード,9,,
1665,,,,,遵守,9,,
1666,,,,,適合,9,,
1667,,,,,外相,9,,
1668,,,,,署名,9,,
1669,,,,,安定性,9,,
1670,,,,,最高,9,,
1671,,,,,自然,9,,
1672,,,,,制定,9,,
1673,,,,,負託,9,,
1674,,,,,特例,9,,
1675,,,,,創出,9,,
1676,,,,,市街地,9,,
1677,,,,,オリンピック,9,,
1678,,,,,収束,9,,
1679,,,,,電力供給,9,,
1680,,,,,支障,9,,
1681,,,,,内部留保,9,,
1682,,,,,専守防衛,9,,
1683,,,,,日中首脳会談,9,,
1684,,,,,海上連絡メカニズム,9,,
1685,,,,,地球儀,9,,
1686,,,,,閣議,9,,
1687,,,,,官民,9,,
1688,,,,,上空,9,,
1689,,,,,農山漁村,9,,
1690,,,,,きた,9,,
1691,,,,,責任野党,9,,
1692,,,,,地方公共団体,9,,
1693,,,,,道徳,9,,
1694,,,,,安全保障政策,9,,
1695,,,,,予測,9,,
1696,,,,,急速,9,,
1697,,,,,費用,9,,
1698,,,,,観光,9,,
1699,,,,,治療,9,,
1700,,,,,就労,9,,
1701,,,,,厚生年金,9,,
1702,,,,,東北,9,,
1703,,,,,黒田,9,,
1704,,,,,根絶,9,,
1705,,,,,国際的,9,,
1706,,,,,八月,9,,
1707,,,,,援助,9,,
1708,,,,,牽引,9,,
1709,,,,,診療報酬,9,,
1710,,,,,法律案,9,,
1711,,,,,法改正,9,,
1712,,,,,議員立法,9,,
1713,,,,,工程表,9,,
1714,,,,,今年度,9,,
1715,,,,,幼児教育,9,,
1716,,,,,世界一,9,,
1717,,,,,学生,9,,
1718,,,,,司令塔,9,,
1719,,,,,八割,9,,
1720,,,,,テレビ,9,,
1721,,,,,集団安全保障,9,,
1722,,,,,ブランド,9,,
1723,,,,,ニュージーランド,9,,
1724,,,,,豪州,9,,
1725,,,,,感謝,9,,
1726,,,,,敷設,9,,
1727,,,,,小野寺,9,,
1728,,,,,完遂,9,,
1729,,,,,容認,9,,
1730,,,,,合致,9,,
1731,,,,,強制,9,,
1732,,,,,切れ目のない対応,9,,
1733,,,,,推移,9,,
1734,,,,,合理,9,,
1735,,,,,大塚,9,,
1736,,,,,質疑,9,,
1737,,,,,事実関係,9,,
1738,,,,,ベトナム,9,,
1739,,,,,小池,9,,
1740,,,,,出来事,9,,
1741,,,,,一般論,9,,
1742,,,,,遺棄,9,,
1743,,,,,深刻化,9,,
1744,,,,,予算委員会,9,,
1745,,,,,地域再生,9,,
1746,,,,,発意,9,,
1747,,,,,局面,9,,
1748,,,,,待遇,9,,
1749,,,,,通常国会,9,,
1750,,,,,一月,9,,
1751,,,,,資産効果,9,,
1752,,,,,実質賃金,9,,
1753,,,,,製造,9,,
1754,,,,,火山,9,,
1755,,,,,JT,9,,
1756,,,,,トン,9,,
1757,,,,,着目,9,,
1758,,,,,成り立ち,9,,
1759,,,,,文部科学省,9,,
1760,,,,,文科,9,,
1761,,,,,ヨルダン,9,,
1762,,,,,世論調査,9,,
1763,,,,,太平洋,9,,
1764,,,,,日程,9,,
1765,,,,,テロ組織,9,,
1766,,,,,WTO,9,,
1767,,,,,巨大,9,,
1768,,,,,牛肉,9,,
1769,,,,,精査,9,,
1770,,,,,無償,9,,
1771,,,,,文脈,9,,
1772,,,,,大統領選挙,9,,
1773,,,,,オバマ政権,9,,
1774,,,,,推計,9,,
1775,,,,,局長,9,,
1776,,,,,予備,9,,
1777,,,,,内心,9,,
1778,,,,,出身,8,,
1779,,,,,復帰,8,,
1780,,,,,育児,8,,
1781,,,,,競技大会,8,,
1782,,,,,インフラ輸出,8,,
1783,,,,,イギリス,8,,
1784,,,,,この道,8,,
1785,,,,,諮問,8,,
1786,,,,,増収,8,,
1787,,,,,念頭,8,,
1788,,,,,情報機関,8,,
1789,,,,,情報保全監察室,8,,
1790,,,,,石井,8,,
1791,,,,,十二分,8,,
1792,,,,,あなた,8,,
1793,,,,,合意内容,8,,
1794,,,,,優先,8,,
1795,,,,,目途,8,,
1796,,,,,チャレンジ,8,,
1797,,,,,職場,8,,
1798,,,,,記録,8,,
1799,,,,,該当,8,,
1800,,,,,外務省,8,,
1801,,,,,真剣,8,,
1802,,,,,再々,8,,
1803,,,,,惨禍,8,,
1804,,,,,不戦,8,,
1805,,,,,記者会見,8,,
1806,,,,,山口,8,,
1807,,,,,ワーク・ライフ・バランス,8,,
1808,,,,,汚染水,8,,
1809,,,,,次元,8,,
1810,,,,,確定,8,,
1811,,,,,スポーツ,8,,
1812,,,,,条項,8,,
1813,,,,,登用,8,,
1814,,,,,就業,8,,
1815,,,,,か月,8,,
1816,,,,,構造改革,8,,
1817,,,,,配置,8,,
1818,,,,,遂行,8,,
1819,,,,,平和的,8,,
1820,,,,,信認,8,,
1821,,,,,窓口,8,,
1822,,,,,自公政権,8,,
1823,,,,,PA,8,,
1824,,,,,得手,8,,
1825,,,,,中立,8,,
1826,,,,,見地,8,,
1827,,,,,幹部,8,,
1828,,,,,回避,8,,
1829,,,,,延べ,8,,
1830,,,,,日本企業,8,,
1831,,,,,本件,8,,
1832,,,,,農産品,8,,
1833,,,,,縮小,8,,
1834,,,,,与野党,8,,
1835,,,,,記載,8,,
1836,,,,,作物,8,,
1837,,,,,食料自給率,8,,
1838,,,,,誠実,8,,
1839,,,,,信念,8,,
1840,,,,,教員,8,,
1841,,,,,低迷,8,,
1842,,,,,強固,8,,
1843,,,,,成長率,8,,
1844,,,,,要因,8,,
1845,,,,,地域経済,8,,
1846,,,,,受け皿,8,,
1847,,,,,従事,8,,
1848,,,,,人的,8,,
1849,,,,,水産物,8,,
1850,,,,,情熱,8,,
1851,,,,,航行,8,,
1852,,,,,ミサイル防衛,8,,
1853,,,,,常識,8,,
1854,,,,,医療機関,8,,
1855,,,,,実態調査,8,,
1856,,,,,疑念,8,,
1857,,,,,小学校,8,,
1858,,,,,お見舞い,8,,
1859,,,,,従業員,8,,
1860,,,,,年寄り,8,,
1861,,,,,水道,8,,
1862,,,,,インドネシア,8,,
1863,,,,,出生率,8,,
1864,,,,,二次,8,,
1865,,,,,そう,8,,
1866,,,,,包括,8,,
1867,,,,,病院,8,,
1868,,,,,変動,8,,
1869,,,,,実力行使,8,,
1870,,,,,関係機関,8,,
1871,,,,,どちら,8,,
1872,,,,,ハードル,8,,
1873,,,,,緊急時,8,,
1874,,,,,武力紛争,8,,
1875,,,,,根拠,8,,
1876,,,,,非戦闘地域,8,,
1877,,,,,仮定,8,,
1878,,,,,物資,8,,
1879,,,,,御存じ,8,,
1880,,,,,方法,8,,
1881,,,,,メカニズム,8,,
1882,,,,,本社,8,,
1883,,,,,当たり,8,,
1884,,,,,医療保険,8,,
1885,,,,,疾病,8,,
1886,,,,,喚起,8,,
1887,,,,,円安,8,,
1888,,,,,五十,8,,
1889,,,,,伺い,8,,
1890,,,,,象徴,8,,
1891,,,,,訪朝,8,,
1892,,,,,断定,8,,
1893,,,,,導管,8,,
1894,,,,,無利子,8,,
1895,,,,,自動車産業,8,,
1896,,,,,メーカー,8,,
1897,,,,,ホームページ,8,,
1898,,,,,主義,8,,
1899,,,,,画期的,8,,
1900,,,,,統制,8,,
1901,,,,,国際秩序,8,,
1902,,,,,四島,8,,
1903,,,,,李克強,8,,
1904,,,,,加盟,8,,
1905,,,,,副大臣,8,,
1906,,,,,通商交渉,8,,
1907,,,,,ページ,8,,
1908,,,,,テーブル,8,,
1909,,,,,生産量,8,,
1910,,,,,和牛,8,,
1911,,,,,説明会,8,,
1912,,,,,自由民主主義,8,,
1913,,,,,つまびらか,8,,
1914,,,,,政権移行,8,,
1915,,,,,柚木,8,,
1916,,,,,サプライチェーン,8,,
1917,,,,,安倍晋三,8,,
1918,,,,,敗訴,8,,
1919,,,,,テロリズム,8,,
1920,,,,,継承,8,,
1921,,,,,司法,8,,
1922,,,,,国有財産,8,,
1923,,,,,革命,8,,
1924,,,,,塩崎,7,,
1925,,,,,研究者,7,,
1926,,,,,生き方,7,,
1927,,,,,資格,7,,
1928,,,,,四十,7,,
1929,,,,,アクセス,7,,
1930,,,,,出張,7,,
1931,,,,,特区,7,,
1932,,,,,ベース,7,,
1933,,,,,グローバル,7,,
1934,,,,,NSC,7,,
1935,,,,,カテゴリー,7,,
1936,,,,,国会運営,7,,
1937,,,,,海兵隊,7,,
1938,,,,,良好,7,,
1939,,,,,県外,7,,
1940,,,,,広報,7,,
1941,,,,,受益,7,,
1942,,,,,ベースアップ,7,,
1943,,,,,調達,7,,
1944,,,,,ものづくり,7,,
1945,,,,,商業,7,,
1946,,,,,不十分,7,,
1947,,,,,家計,7,,
1948,,,,,果実,7,,
1949,,,,,積立,7,,
1950,,,,,レッテル張り,7,,
1951,,,,,だめ,7,,
1952,,,,,茂木,7,,
1953,,,,,ベスト,7,,
1954,,,,,有事,7,,
1955,,,,,政令,7,,
1956,,,,,衛星写真,7,,
1957,,,,,歴史認識,7,,
1958,,,,,多大,7,,
1959,,,,,損害,7,,
1960,,,,,赦免,7,,
1961,,,,,政治の責任,7,,
1962,,,,,結局,7,,
1963,,,,,総選挙,7,,
1964,,,,,国家百年の計,7,,
1965,,,,,民意,7,,
1966,,,,,知恵,7,,
1967,,,,,知財,7,,
1968,,,,,不安定,7,,
1969,,,,,経営委員,7,,
1970,,,,,働き,7,,
1971,,,,,岩手,7,,
1972,,,,,津波,7,,
1973,,,,,優先順位,7,,
1974,,,,,国連憲章,7,,
1975,,,,,核廃絶,7,,
1976,,,,,悲惨,7,,
1977,,,,,所在,7,,
1978,,,,,途上国,7,,
1979,,,,,攻め,7,,
1980,,,,,地域資源,7,,
1981,,,,,波及,7,,
1982,,,,,所存,7,,
1983,,,,,若者たち,7,,
1984,,,,,扱い,7,,
1985,,,,,東京都,7,,
1986,,,,,東電,7,,
1987,,,,,権益,7,,
1988,,,,,好転,7,,
1989,,,,,監督,7,,
1990,,,,,避難指示,7,,
1991,,,,,防衛大綱,7,,
1992,,,,,朴槿恵,7,,
1993,,,,,握手,7,,
1994,,,,,トップ,7,,
1995,,,,,支援策,7,,
1996,,,,,交付,7,,
1997,,,,,死活,7,,
1998,,,,,トルコ,7,,
1999,,,,,フロンティア,7,,
2000,,,,,品質,7,,
2001,,,,,二国間関係,7,,
2002,,,,,撤回,7,,
2003,,,,,老朽化,7,,
2004,,,,,観光立国,7,,
2005,,,,,食料自給力,7,,
2006,,,,,日本維新の会,7,,
2007,,,,,生活支援,7,,
2008,,,,,公費,7,,
2009,,,,,養成,7,,
2010,,,,,国政,7,,
2011,,,,,ショック,7,,
2012,,,,,参画,7,,
2013,,,,,きめ細か,7,,
2014,,,,,受給,7,,
2015,,,,,一環,7,,
2016,,,,,話し合い,7,,
2017,,,,,日本型,7,,
2018,,,,,地方経済,7,,
2019,,,,,資産,7,,
2020,,,,,立案,7,,
2021,,,,,無駄,7,,
2022,,,,,分離,7,,
2023,,,,,安定的,7,,
2024,,,,,製造業,7,,
2025,,,,,疑い,7,,
2026,,,,,やり方,7,,
2027,,,,,科学的根拠,7,,
2028,,,,,保持,7,,
2029,,,,,主催,7,,
2030,,,,,被用者,7,,
2031,,,,,金額,7,,
2032,,,,,過酷,7,,
2033,,,,,尖閣諸島,7,,
2034,,,,,警備,7,,
2035,,,,,最新,7,,
2036,,,,,四半期,7,,
2037,,,,,今月,7,,
2038,,,,,未来へ,7,,
2039,,,,,強み,7,,
2040,,,,,がち,7,,
2041,,,,,離島,7,,
2042,,,,,前年比,7,,
2043,,,,,フランス,7,,
2044,,,,,来日,7,,
2045,,,,,台風,7,,
2046,,,,,隊員,7,,
2047,,,,,市民,7,,
2048,,,,,引き渡し,7,,
2049,,,,,誰か,7,,
2050,,,,,不法行為,7,,
2051,,,,,発令,7,,
2052,,,,,膨大,7,,
2053,,,,,諸君,7,,
2054,,,,,日本国民,7,,
2055,,,,,高村,7,,
2056,,,,,毎日,7,,
2057,,,,,山口県,7,,
2058,,,,,切迫,7,,
2059,,,,,駄目,7,,
2060,,,,,日々,7,,
2061,,,,,イラク戦争,7,,
2062,,,,,最小限,7,,
2063,,,,,単純,7,,
2064,,,,,最近,7,,
2065,,,,,軍事,7,,
2066,,,,,防衛出動,7,,
2067,,,,,補給,7,,
2068,,,,,統一,7,,
2069,,,,,印象,7,,
2070,,,,,しない,7,,
2071,,,,,根本,7,,
2072,,,,,徴兵制,7,,
2073,,,,,代理,7,,
2074,,,,,法理,7,,
2075,,,,,適用対象,7,,
2076,,,,,キロメートル,7,,
2077,,,,,海上,7,,
2078,,,,,当選,7,,
2079,,,,,有識者会議,7,,
2080,,,,,所管,7,,
2081,,,,,仲井眞,7,,
2082,,,,,病気,7,,
2083,,,,,法務大臣,7,,
2084,,,,,台湾,7,,
2085,,,,,ワーキンググループ,7,,
2086,,,,,たばこ,7,,
2087,,,,,買い取り,7,,
2088,,,,,PB,7,,
2089,,,,,電源,7,,
2090,,,,,情報開示,7,,
2091,,,,,法律上,7,,
2092,,,,,複数,7,,
2093,,,,,特徴,7,,
2094,,,,,対象者,7,,
2095,,,,,指揮,7,,
2096,,,,,助言,7,,
2097,,,,,先進,7,,
2098,,,,,生活保護,7,,
2099,,,,,過労死,7,,
2100,,,,,過激,7,,
2101,,,,,人質,7,,
2102,,,,,点検,7,,
2103,,,,,物品,7,,
2104,,,,,正式,7,,
2105,,,,,秩序,7,,
2106,,,,,投入,7,,
2107,,,,,尽力,7,,
2108,,,,,副長官,7,,
2109,,,,,搭載,7,,
2110,,,,,電子商取引,7,,
2111,,,,,経済効果,7,,
2112,,,,,石原伸晃,7,,
2113,,,,,高等教育,7,,
2114,,,,,国家主席,7,,
2115,,,,,陣営,7,,
2116,,,,,統計,7,,
2117,,,,,購買力,7,,
2118,,,,,オーストラリア,7,,
2119,,,,,お断り,7,,
2120,,,,,立証,7,,
2121,,,,,厚労省,7,,
2122,,,,,英国,7,,
2123,,,,,所得再分配,7,,
2124,,,,,予約,7,,
2125,,,,,検挙,7,,
2126,,,,,した,7,,
2127,,,,,まちづくり,7,,
2128,,,,,世界各地,7,,
2129,,,,,人道的,7,,
2130,,,,,ファクス,7,,
2131,,,,,少子化対策,6,,
2132,,,,,ある意味,6,,
2133,,,,,講演,6,,
2134,,,,,マクロ,6,,
2135,,,,,誕生,6,,
2136,,,,,選定,6,,
2137,,,,,価値観,6,,
2138,,,,,キャリア,6,,
2139,,,,,選挙制度,6,,
2140,,,,,名前,6,,
2141,,,,,バイ,6,,
2142,,,,,原点,6,,
2143,,,,,番目,6,,
2144,,,,,展望,6,,
2145,,,,,持続的,6,,
2146,,,,,産業構造,6,,
2147,,,,,アプローチ,6,,
2148,,,,,ダイナミック,6,,
2149,,,,,プロジェクト,6,,
2150,,,,,国際テロ,6,,
2151,,,,,三度,6,,
2152,,,,,醸成,6,,
2153,,,,,総務省,6,,
2154,,,,,労働市場,6,,
2155,,,,,勧告,6,,
2156,,,,,厳正,6,,
2157,,,,,補助金,6,,
2158,,,,,何度でも,6,,
2159,,,,,一昨年,6,,
2160,,,,,見事,6,,
2161,,,,,直近,6,,
2162,,,,,物事,6,,
2163,,,,,進学,6,,
2164,,,,,配備,6,,
2165,,,,,機密,6,,
2166,,,,,テロリスト,6,,
2167,,,,,侵略,6,,
2168,,,,,遺憾,6,,
2169,,,,,胸襟,6,,
2170,,,,,内外,6,,
2171,,,,,土俵,6,,
2172,,,,,最高裁,6,,
2173,,,,,現実的,6,,
2174,,,,,給料,6,,
2175,,,,,連合,6,,
2176,,,,,野郎,6,,
2177,,,,,長い間,6,,
2178,,,,,センター,6,,
2179,,,,,ただ,6,,
2180,,,,,政府調達,6,,
2181,,,,,代替,6,,
2182,,,,,BEST MIX!,6,,
2183,,,,,労働者派遣,6,,
2184,,,,,高台移転,6,,
2185,,,,,災害公営住宅,6,,
2186,,,,,れき,6,,
2187,,,,,宮城,6,,
2188,,,,,技術的,6,,
2189,,,,,直後,6,,
2190,,,,,明確化,6,,
2191,,,,,第三国,6,,
2192,,,,,被爆,6,,
2193,,,,,普遍,6,,
2194,,,,,実効性,6,,
2195,,,,,教育行政,6,,
2196,,,,,連立政権,6,,
2197,,,,,大事,6,,
2198,,,,,プロセス,6,,
2199,,,,,詰め,6,,
2200,,,,,学力,6,,
2201,,,,,存分,6,,
2202,,,,,償却,6,,
2203,,,,,公共事業,6,,
2204,,,,,計上,6,,
2205,,,,,歳入庁,6,,
2206,,,,,問題点,6,,
2207,,,,,公務員制度改革,6,,
2208,,,,,臨時国会,6,,
2209,,,,,有無,6,,
2210,,,,,解雇,6,,
2211,,,,,安全基準,6,,
2212,,,,,脱退,6,,
2213,,,,,活性,6,,
2214,,,,,総額,6,,
2215,,,,,主権,6,,
2216,,,,,断固,6,,
2217,,,,,日本外交,6,,
2218,,,,,防空識別区,6,,
2219,,,,,交付金,6,,
2220,,,,,登録,6,,
2221,,,,,協議会,6,,
2222,,,,,喫緊,6,,
2223,,,,,教育費,6,,
2224,,,,,教科書,6,,
2225,,,,,戦前,6,,
2226,,,,,規制緩和,6,,
2227,,,,,一緒,6,,
2228,,,,,アップ,6,,
2229,,,,,その他,6,,
2230,,,,,区分,6,,
2231,,,,,がん,6,,
2232,,,,,支給,6,,
2233,,,,,国際協力,6,,
2234,,,,,両者,6,,
2235,,,,,方策,6,,
2236,,,,,いかん,6,,
2237,,,,,大改革,6,,
2238,,,,,副議長,6,,
2239,,,,,特別会計,6,,
2240,,,,,全面自由化,6,,
2241,,,,,一連,6,,
2242,,,,,サイバー空間,6,,
2243,,,,,警戒,6,,
2244,,,,,緩やか,6,,
2245,,,,,中止,6,,
2246,,,,,高レベル放射性廃棄物,6,,
2247,,,,,武装,6,,
2248,,,,,日米安保条約,6,,
2249,,,,,助成金,6,,
2250,,,,,在宅,6,,
2251,,,,,簡素な給付措置,6,,
2252,,,,,短時間,6,,
2253,,,,,中枢,6,,
2254,,,,,黒字,6,,
2255,,,,,自主的,6,,
2256,,,,,データ,6,,
2257,,,,,特殊法人,6,,
2258,,,,,OB,6,,
2259,,,,,アイデア,6,,
2260,,,,,厳しさ,6,,
2261,,,,,防衛施設,6,,
2262,,,,,舞台,6,,
2263,,,,,食事,6,,
2264,,,,,豊富,6,,
2265,,,,,開拓,6,,
2266,,,,,温暖化対策,6,,
2267,,,,,機構,6,,
2268,,,,,海外市場,6,,
2269,,,,,コンテンツ,6,,
2270,,,,,物流,6,,
2271,,,,,福祉,6,,
2272,,,,,外国人観光客,6,,
2273,,,,,北海道,6,,
2274,,,,,タイ,6,,
2275,,,,,減災,6,,
2276,,,,,一緒に,6,,
2277,,,,,四度,6,,
2278,,,,,科学技術,6,,
2279,,,,,パートナーシップ,6,,
2280,,,,,拉致,6,,
2281,,,,,中期防,6,,
2282,,,,,次期,6,,
2283,,,,,佐藤,6,,
2284,,,,,治安出動,6,,
