,adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,conjuction_cnt,conjuction_word
2689,,,,,1,死活,,
2690,,,,,1,親交,,
2691,,,,,1,日印関係,,
2692,,,,,1,上空,,
2693,,,,,1,飛行,,
2694,,,,,1,撤回,,
2695,,,,,1,項目,,
2696,,,,,1,飛躍,,
2697,,,,,1,寿命,,
2698,,,,,1,各省,,
2699,,,,,1,業界,,
2700,,,,,1,人手不足,,
2701,,,,,1,スポーツ庁,,
2702,,,,,1,スポーツ界,,
2703,,,,,1,空港,,
2704,,,,,1,新国立競技場,,
2705,,,,,1,開会式,,
2706,,,,,1,国立競技場,,
2707,,,,,1,景観,,
2708,,,,,1,縮小,,
2709,,,,,1,競技場,,
2710,,,,,1,観光振興,,
2711,,,,,1,アクション,,
2712,,,,,1,多彩,,
2713,,,,,1,発給,,
2714,,,,,1,要件,,
2715,,,,,1,インターネット,,
2716,,,,,1,徳永エリ,,
2717,,,,,1,国会審議,,
2718,,,,,1,幹事長,,
2719,,,,,1,偶発,,
2720,,,,,1,衝突,,
2721,,,,,1,東京電力福島原子力発電所事故調査委員会,,
2722,,,,,1,福島第一原発事故,,
2723,,,,,1,欠如,,
2724,,,,,1,安全神話,,
2725,,,,,1,両院,,
2726,,,,,1,尊重,,
2727,,,,,1,田中,,
2728,,,,,1,委員長,,
2729,,,,,1,プロジェクトチーム,,
2730,,,,,1,報道陣,,
2731,,,,,1,面会,,
2732,,,,,1,科学,,
2733,,,,,1,技術的知見,,
2734,,,,,1,出生届,,
2735,,,,,1,記載,,
2736,,,,,1,産地,,
2737,,,,,1,価格破壊,,
2738,,,,,1,ヒアリング,,
2739,,,,,1,主宰,,
2740,,,,,1,本部,,
2741,,,,,1,片山虎之助,,
2742,,,,,1,感想,,
2743,,,,,1,政権与党,,
2744,,,,,1,先輩,,
2745,,,,,1,片山,,
2746,,,,,1,誠実,,
2747,,,,,1,担当大臣,,
2748,,,,,1,年央,,
2749,,,,,1,今週,,
2750,,,,,1,地域活性化,,
2751,,,,,1,全国各地,,
2752,,,,,1,生の声,,
2753,,,,,1,国土交通省,,
2754,,,,,1,付け,,
2755,,,,,1,地方公共団体,,
2756,,,,,1,自由度,,
2757,,,,,1,裁量,,
2758,,,,,1,国民投票法,,
2759,,,,,1,広域連合,,
2760,,,,,1,災害発生,,
2761,,,,,1,現状認識,,
2762,,,,,1,毎月,,
2763,,,,,1,生活支援,,
2764,,,,,1,日常生活,,
2765,,,,,1,取扱い,,
2766,,,,,1,客観,,
2767,,,,,1,御霊,,
2768,,,,,1,私人,,
2769,,,,,1,供花,,
2770,,,,,1,公費,,
2771,,,,,1,政教分離原則,,
2772,,,,,1,話合い,,
2773,,,,,1,お気持ち,,
2774,,,,,1,社会権規約,,
2775,,,,,1,拷問,,
2776,,,,,1,事実誤認,,
2777,,,,,1,法的拘束力,,
2778,,,,,1,安保理決議,,
2779,,,,,1,現代,,
2780,,,,,1,正面,,
2781,,,,,1,新しい時代,,
2782,,,,,1,途上,,
2783,,,,,1,一様,,
2784,,,,,1,印象的,,
2785,,,,,1,会談,,
2786,,,,,1,市民社会,,
2787,,,,,1,裨益,,
2788,,,,,1,生計,,
2789,,,,,1,不法,,
2790,,,,,1,収奪,,
2791,,,,,1,神本,,
2792,,,,,1,独り善がり,,
2793,,,,,1,喫緊,,
2794,,,,,1,比較,,
2795,,,,,1,過度,,
2796,,,,,1,継続的,,
2797,,,,,1,最良,,
2798,,,,,1,授業料減免,,
2799,,,,,1,バランス,,
2800,,,,,1,著作,,
2801,,,,,1,編集,,
2802,,,,,1,国定教科書,,
2803,,,,,1,心配,,
2804,,,,,1,修身,,
2805,,,,,1,保護者,,
2806,,,,,1,教育水準,,
2807,,,,,1,ライフスタイル,,
2808,,,,,1,労働移動,,
2809,,,,,1,矛盾,,
2810,,,,,1,過重,,
2811,,,,,1,健康障害,,
2812,,,,,1,溝手顕正,,
2813,,,,,1,お正月,,
2814,,,,,1,休養,,
2815,,,,,1,心機一転,,
2816,,,,,1,国政,,
2817,,,,,1,生まれ,,
2818,,,,,1,年男,,
2819,,,,,1,駿馬,,
2820,,,,,1,政権運営,,
2821,,,,,1,低迷,,
2822,,,,,1,外交上,,
2823,,,,,1,マウンド,,
2824,,,,,1,いっぱい,,
2825,,,,,1,オープニング,,
2826,,,,,1,基調講演,,
2827,,,,,1,招待,,
2828,,,,,1,強固,,
2829,,,,,1,是々非々,,
2830,,,,,1,御礼,,
2831,,,,,1,攻守,,
2832,,,,,1,立て直し,,
2833,,,,,1,アップ,,
2834,,,,,1,予測,,
2835,,,,,1,民間予測,,
2836,,,,,1,駆け込み需要,,
2837,,,,,1,堅調,,
2838,,,,,1,実質,,
2839,,,,,1,成長率,,
2840,,,,,1,名目成長率,,
2841,,,,,1,見方,,
2842,,,,,1,低め,,
2843,,,,,1,住民税,,
2844,,,,,1,急速,,
2845,,,,,1,個人住民税,,
2846,,,,,1,地域社会,,
2847,,,,,1,サービス業,,
2848,,,,,1,直接投資,,
2849,,,,,1,外国企業,,
2850,,,,,1,貿易赤字,,
2851,,,,,1,経常,,
2852,,,,,1,経常収支,,
2853,,,,,1,世界経済,,
2854,,,,,1,その他,,
2855,,,,,1,恒常,,
2856,,,,,1,外的,,
2857,,,,,1,定期,,
2858,,,,,1,繰り延べ,,
2859,,,,,1,老朽,,
2860,,,,,1,電力需給,,
2861,,,,,1,予断,,
2862,,,,,1,中東情勢,,
2863,,,,,1,石油,,
2864,,,,,1,暴騰,,
2865,,,,,1,北米,,
2866,,,,,1,シェール革命,,
2867,,,,,1,需給,,
2868,,,,,1,福祉施設,,
2869,,,,,1,誘導,,
2870,,,,,1,原資,,
2871,,,,,1,道徳心,,
2872,,,,,1,日本文化,,
2873,,,,,1,教育課程,,
2874,,,,,1,小中学校,,
2875,,,,,1,配付,,
2876,,,,,1,教材,,
2877,,,,,1,年中行事,,
2878,,,,,1,風習,,
2879,,,,,1,食文化,,
2880,,,,,1,教育再生,,
2881,,,,,1,首長,,
2882,,,,,1,部局,,
2883,,,,,1,挫折,,
2884,,,,,1,日本のために,,
2885,,,,,1,覚悟,,
2886,,,,,1,先人,,
2887,,,,,1,欧米列強,,
2888,,,,,1,焦燥感,,
2889,,,,,1,明治維新,,
2890,,,,,1,焼け野原,,
2891,,,,,1,井上義久,,
2892,,,,,1,適宜,,
2893,,,,,1,訪日外国人旅行,,
2894,,,,,1,対象品目,,
2895,,,,,1,急性,,
2896,,,,,1,在宅医療,,
2897,,,,,1,医療従事者,,
2898,,,,,1,従事,,
2899,,,,,1,ライフワーク,,
2900,,,,,1,がん検診,,
2901,,,,,1,受診,,
2902,,,,,1,全国展開,,
2903,,,,,1,検診,,
2904,,,,,1,緩和ケア,,
2905,,,,,1,個々,,
2906,,,,,1,きめ細か,,
2907,,,,,1,年金受給者,,
2908,,,,,1,給付金,,
2909,,,,,1,一環,,
2910,,,,,1,赤羽,,
2911,,,,,1,本部長,,
2912,,,,,1,座長,,
2913,,,,,1,産業都市,,
2914,,,,,1,研究会,,
2915,,,,,1,浜通り,,
2916,,,,,1,先進国,,
2917,,,,,1,国連防災世界会議,,
2918,,,,,1,仙台市,,
2919,,,,,1,幾多,,
2920,,,,,1,国際貢献,,
2921,,,,,1,ミレニアム開発目標,,
2922,,,,,1,後継,,
2923,,,,,1,ドア,,
2924,,,,,1,グアム,,
2925,,,,,1,嘉手納,,
2926,,,,,1,以南,,
2927,,,,,1,進捗,,
2928,,,,,1,鳥獣,,
2929,,,,,1,法整備,,
2930,,,,,1,水産業,,
2931,,,,,1,水産,,
2932,,,,,1,木材,,
2933,,,,,1,国産材,,
2934,,,,,1,農林,,
2935,,,,,1,公文書管理法,,
2936,,,,,1,明治,,
2937,,,,,1,友党,,
2938,,,,,1,渡辺喜美,,
2939,,,,,1,量的・質的金融緩和,,
2940,,,,,1,金融政策,,
2941,,,,,1,ちゅうちょ,,
2942,,,,,1,共同声明,,
2943,,,,,1,資産,,
2944,,,,,1,低所得者,,
2945,,,,,1,可処分所得,,
2946,,,,,1,キャッシュ,,
2947,,,,,1,利便性,,
2948,,,,,1,電子,,
2949,,,,,1,社会保障・税番号制度,,
2950,,,,,1,添付,,
2951,,,,,1,方策,,
2952,,,,,1,突破口,,
2953,,,,,1,いかん,,
2954,,,,,1,国家公務員制度改革基本法,,
2955,,,,,1,立案,,
2956,,,,,1,事業運営,,
2957,,,,,1,民間事業者,,
2958,,,,,1,江田憲司,,
2959,,,,,1,行財政改革,,
2960,,,,,1,議員定数の削減,,
2961,,,,,1,無駄,,
2962,,,,,1,撲滅,,
2963,,,,,1,効率性,,
2964,,,,,1,政党政治,,
2965,,,,,1,おのおの,,
2966,,,,,1,切磋琢磨,,
2967,,,,,1,獲得,,
2968,,,,,1,政局,,
2969,,,,,1,本位,,
2970,,,,,1,基本政策,,
2971,,,,,1,抵抗,,
2972,,,,,1,結いの党,,
2973,,,,,1,見解,,
2974,,,,,1,心情倫理,,
2975,,,,,1,責任倫理,,
2976,,,,,1,両々,,
2977,,,,,1,天職,,
2978,,,,,1,本質,,
2979,,,,,1,妥協,,
2980,,,,,1,職業としての政治,,
2981,,,,,1,情熱,,
2982,,,,,1,判断力,,
2983,,,,,1,駆使,,
2984,,,,,1,引き下げ,,
2985,,,,,1,雇用保険,,
2986,,,,,1,求職者,,
2987,,,,,1,公共職業訓練,,
2988,,,,,1,教育訓練給付,,
2989,,,,,1,雇用保険法,,
2990,,,,,1,三本,,
2991,,,,,1,農地法,,
2992,,,,,1,解禁,,
2993,,,,,1,株式会社,,
2994,,,,,1,関連,,
2995,,,,,1,組み合わせ,,
2996,,,,,1,農業経営,,
2997,,,,,1,電気事業法,,
2998,,,,,1,発送,,
2999,,,,,1,分離,,
3000,,,,,1,一連,,
3001,,,,,1,消費増税,,
3002,,,,,1,マイナー自衛権,,
3003,,,,,1,グレーゾーン,,
3004,,,,,1,傾向,,
3005,,,,,1,安定的,,
3006,,,,,1,利用,,
3007,,,,,1,国際法,,
3008,,,,,1,他国,,
3009,,,,,1,海面,,
3010,,,,,1,浮上,,
3011,,,,,1,国旗,,
3012,,,,,1,国領,,
3013,,,,,1,海内,,
3014,,,,,1,水中,,
3015,,,,,1,退去,,
3016,,,,,1,侵害,,
3017,,,,,1,ミサイル防衛,,
3018,,,,,1,警戒,,
3019,,,,,1,受け手,,
3020,,,,,1,船舶,,
3021,,,,,1,国際的,,
3022,,,,,1,常識,,
3023,,,,,1,志位和夫,,
3024,,,,,1,緩やか,,
3025,,,,,1,原材料,,
3026,,,,,1,販売価格,,
3027,,,,,1,経済産業省,,
3028,,,,,1,日銀短観,,
3029,,,,,1,業況判断,,
3030,,,,,1,調査官,,
3031,,,,,1,疑い,,
3032,,,,,1,立入検査,,
3033,,,,,1,中止,,
3034,,,,,1,応能,,
3035,,,,,1,税制改革,,
3036,,,,,1,勤労,,
3037,,,,,1,賃金水準,,
3038,,,,,1,異例,,
3039,,,,,1,先送り,,
3040,,,,,1,業務改善,,
3041,,,,,1,政府主導,,
3042,,,,,1,賃下げ,,
3043,,,,,1,処分,,
3044,,,,,1,科学的根拠,,
3045,,,,,1,首長選挙,,
3046,,,,,1,鈴木克昌,,
3047,,,,,1,武装,,
3048,,,,,1,自衛,,
3049,,,,,1,最小,,
3050,,,,,1,保持,,
3051,,,,,1,保有,,
3052,,,,,1,非核三原則,,
3053,,,,,1,自衛権,,
3054,,,,,1,今日,,
3055,,,,,1,国連軍,,
3056,,,,,1,世界平和,,
3057,,,,,1,完全,,
3058,,,,,1,との,,
3059,,,,,1,生活の党,,
3060,,,,,1,施政,,
3061,,,,,1,危険,,
3062,,,,,1,終止,,
3063,,,,,1,憲法上,,
3064,,,,,1,内需拡大,,
3065,,,,,1,業況,,
3066,,,,,1,閉塞,,
3067,,,,,1,深化,,
3068,,,,,1,国分,,
3069,,,,,1,使途,,
3070,,,,,1,海江田万里,,
3071,,,,,1,放置,,
3072,,,,,1,願望,,
3073,,,,,1,一時しのぎ,,
3074,,,,,1,現金,,
3075,,,,,1,失敗,,
3076,,,,,1,日本社会,,
3077,,,,,1,自助自立,,
3078,,,,,1,援助,,
3079,,,,,1,分り,,
3080,,,,,1,会見,,
3081,,,,,1,主催,,
3082,,,,,1,節目,,
3083,,,,,1,提起,,
3084,,,,,1,政治問題,,
3085,,,,,1,外交問題,,
3086,,,,,1,追悼,,
3087,,,,,1,祈念,,
3088,,,,,1,意向,,
3089,,,,,1,そんたく,,
3090,,,,,1,遺族,,
3091,,,,,1,欧米,,
3092,,,,,1,反応,,
3093,,,,,1,弾道,,
3094,,,,,1,ミサイル発射,,
3095,,,,,1,防衛計画大綱,,
3096,,,,,1,発射,,
3097,,,,,1,分担,,
3098,,,,,1,抑止,,
3099,,,,,1,急務,,
3100,,,,,1,沖縄県知事,,
3101,,,,,1,名護市,,
3102,,,,,1,名護,,
3103,,,,,1,北部地域,,
3104,,,,,1,脱原発,,
3105,,,,,1,都知事選,,
3106,,,,,1,どなた,,
3107,,,,,1,都知事,,
3108,,,,,1,派遣労働者,,
3109,,,,,1,許可,,
3110,,,,,1,健全,,
3111,,,,,1,一生,,
3112,,,,,1,無期雇用,,
3113,,,,,1,三位一体,,
3114,,,,,1,弾力,,
3115,,,,,1,ホワイトカラー,,
3116,,,,,1,ホワイトカラーエグゼンプション,,
3117,,,,,1,授業料免除,,
3118,,,,,1,女性労働,,
3119,,,,,1,助成金,,
3120,,,,,1,被用者,,
3121,,,,,1,保険,,
3122,,,,,1,パートタイム,,
3123,,,,,1,労働環境,,
3124,,,,,1,金額,,
3125,,,,,1,持続可能,,
3126,,,,,1,滞納,,
3127,,,,,1,収納,,
3128,,,,,1,重症,,
3129,,,,,1,自己,,
3130,,,,,1,受給者,,
3131,,,,,1,経過,,
3132,,,,,1,切り,,
3133,,,,,1,臨時的,,
3134,,,,,1,合算,,
3135,,,,,1,産業界,,
3136,,,,,1,労働基本権,,
3137,,,,,1,人件費,,
3138,,,,,1,礒崎,,
3139,,,,,1,石破茂,,
3140,,,,,1,一致協力,,
3141,,,,,1,とも,,
3142,,,,,1,短時間,,
3143,,,,,1,正社員,,
3144,,,,,1,知見,,
3145,,,,,1,平和利用,,
3146,,,,,1,牽引,,
3147,,,,,1,黒字,,
3148,,,,,1,日米防衛協力のための指針,,
3149,,,,,1,日米安保,,
3150,,,,,1,防衛協力,,
3151,,,,,1,日米関係,,
3152,,,,,1,トラック,,
3153,,,,,1,増進,,
3154,,,,,1,侵入,,
3155,,,,,1,領空,,
3156,,,,,1,横断,,
3157,,,,,1,松野頼久,,
3158,,,,,1,到来,,
3159,,,,,1,国税,,
3160,,,,,1,延長,,
3161,,,,,1,自主的,,
3162,,,,,1,減免措置,,
3163,,,,,1,復興特区,,
3164,,,,,1,農地転用,,
3165,,,,,1,転用,,
3166,,,,,1,現場主義,,
3167,,,,,1,手当て,,
3168,,,,,1,実態調査,,
3169,,,,,1,定期的,,
3170,,,,,1,データ,,
3171,,,,,1,コントロール,,
3172,,,,,1,わかりやすさ,,
3173,,,,,1,客観性,,
3174,,,,,1,現金主義,,
3175,,,,,1,発生主義,,
3176,,,,,1,複式簿記,,
3177,,,,,1,開示,,
3178,,,,,1,決算,,
3179,,,,,1,財務,,
3180,,,,,1,有効活用,,
3181,,,,,1,政策評価,,
3182,,,,,1,財務省,,
3183,,,,,1,予算執行調査,,
3184,,,,,1,必要性,,
3185,,,,,1,スリム化,,
3186,,,,,1,数合,,
3187,,,,,1,わせ,,
3188,,,,,1,統廃合,,
3189,,,,,1,改廃,,
3190,,,,,1,適材適所,,
3191,,,,,1,OB,,
3192,,,,,1,口きき,,
3193,,,,,1,疑念,,
3194,,,,,1,小学校,,
3195,,,,,1,観光施設,,
3196,,,,,1,産業振興,,
3197,,,,,1,悪影響,,
3198,,,,,1,利点,,
3199,,,,,1,アイデア,,
3200,,,,,1,参考,,
3201,,,,,1,バイデン副大統領,,
3202,,,,,1,訪日,,
3203,,,,,1,民間機,,
3204,,,,,1,許容,,
3205,,,,,1,騒音,,
3206,,,,,1,平時,,
3207,,,,,1,法改正,,
3208,,,,,1,厳しさ,,
3209,,,,,1,警備,,
3210,,,,,1,議員立法,,
3211,,,,,1,継続審議,,
3212,,,,,1,防衛施設,,
3213,,,,,1,所有,,
3214,,,,,1,勇気,,
3215,,,,,1,僅か,,
3216,,,,,1,作付け,,
3217,,,,,1,受皿,,
3218,,,,,1,病室,,
3219,,,,,1,割増し,,
3220,,,,,1,受入れ,,
3221,,,,,1,売上げ,,
3222,,,,,1,支払,,
3223,,,,,1,明日,,
3224,,,,,1,再配分,,
3225,,,,,1,やさしさ,,
3226,,,,,1,われわれ,,
3227,,,,,1,一緒に,,
3228,,,,,1,引渡し,,
3229,,,,,1,是非,,
3230,,,,,1,作付,,
3231,,,,,1,病院,,
3232,,,,,1,割り増し,,
3233,,,,,1,シンガポール,,
3234,,,,,1,専門チャンネル,,
3235,,,,,1,ハロー,,
3236,,,,,1,あす,,
3237,,,,,1,ブランド,,
3238,,,,,1,引き渡し,,
3239,,,,,1,三カ国,,
0,9.0,厳しい,93.0,できる,95,国民,118.0,そして
1,9.0,やむを得ない,62.0,守る,84,要件,57.0,また
2,6.0,大きい,41.0,られる,75,行使,33.0,しかし
3,6.0,高い,35.0,言う,75,武力攻撃,32.0,あるいは
4,5.0,やすい,29.0,至る,72,閣議決定,29.0,及び
5,4.0,幅広い,28.0,脅かす,66,必要,22.0,例えば
6,4.0,よい,27.0,覆す,61,自衛隊,10.0,又は
7,4.0,重い,26.0,認める,60,判断,10.0,一方
8,3.0,よろしい,22.0,つくる,54,集団的自衛権,9.0,すなわち
9,3.0,多い,22.0,いう,53,事態,9.0,そこで
10,3.0,新しい,21.0,得る,51,政府,8.0,ただ
11,2.0,危うい,20.0,おく,49,憲法,7.0,つまり
12,2.0,にくい,19.0,いたす,48,他国,6.0,かつ
13,2.0,強い,18.0,行く,44,活動,6.0,そもそも
14,2.0,安い,17.0,進める,44,発生,4.0,したがって
15,2.0,難しい,17.0,持つ,42,武力,3.0,だからこそ
16,2.0,若い,17.0,含める,40,平和,3.0,まずは
17,1.0,ばかばかしい,17.0,出す,40,危険,3.0,だから
18,1.0,弱い,17.0,起こる,39,状況,2.0,実は
19,1.0,ふさわしい,16.0,満たす,38,国会,2.0,なお
20,1.0,激しい,15.0,示す,35,解釈,2.0,または
21,1.0,著しい,15.0,当たる,34,我が国の存立,1.0,ただし
22,1.0,数少ない,15.0,変わる,32,自由,1.0,こうして
23,1.0,早い,13.0,守り抜く,32,明白,1.0,よって
24,1.0,正しい,13.0,あり,31,権利,1.0,しかも
25,1.0,短い,13.0,おっしゃる,31,武力行使,,
26,1.0,固い,13.0,作る,30,国際法,,
27,1.0,広い,12.0,入る,29,生命,,
28,1.0,申し訳ない,11.0,もつ,29,根底,,
29,1.0,おかしい,11.0,求める,29,考え方,,
30,1.0,毛頭ない,11.0,受ける,28,幸福,,
31,1.0,望ましい,11.0,限る,28,追求,,
32,1.0,狭い,10.0,やる,27,措置,,
33,1.0,近い,9.0,見る,26,対応,,
34,,,9.0,及ぶ,25,密接,,
35,,,9.0,しれる,24,法整備,,
36,,,8.0,踏まえる,24,目的,,
37,,,8.0,違う,24,与党,,
38,,,8.0,決める,24,概念,,
39,,,8.0,挙げる,23,地域,,
40,,,8.0,基づく,22,作業,,
41,,,8.0,即す,22,戦闘,,
42,,,7.0,尽くす,21,全う,,
43,,,7.0,応じる,20,説明,,
44,,,7.0,取る,20,暮らし,,
45,,,7.0,言える,20,検討,,
46,,,7.0,いただける,20,現場,,
47,,,7.0,許す,20,指摘,,
48,,,7.0,変える,20,基本,,
49,,,7.0,答える,19,米国,,
50,,,7.0,入れる,19,法律,,
51,,,7.0,のっとる,19,新三,,
52,,,7.0,させる,19,安全保障,,
53,,,6.0,述べる,18,任務,,
54,,,6.0,含む,18,憲法上,,
55,,,6.0,分かる,17,今後,,
56,,,6.0,掛かる,17,対処,,
57,,,6.0,取り巻く,17,自衛,,
58,,,6.0,増す,17,自衛権,,
59,,,5.0,上げる,16,大変,,
60,,,5.0,与える,16,安全,,
61,,,5.0,なす,16,認識,,
62,,,5.0,出る,16,重要,,
63,,,5.0,とる,16,結果,,
64,,,5.0,とどまる,16,限度,,
65,,,5.0,書き込む,15,機雷,,
66,,,5.0,生じる,15,攻撃,,
67,,,5.0,経る,15,十分,,
68,,,5.0,かかわる,15,見解,,
69,,,5.0,巻き込む,14,段階,,
70,,,5.0,防ぐ,14,最小,,
71,,,5.0,当てはめる,13,具体的,,
72,,,5.0,果たす,13,PKO,,
73,,,5.0,つながる,13,事実,,
74,,,5.0,合わせる,13,私たち,,
75,,,5.0,足す,13,意味,,
76,,,4.0,続ける,13,お答え,,
77,,,4.0,進む,13,発言,,
78,,,4.0,高める,13,場所,,
79,,,4.0,臨む,13,一体化,,
80,,,4.0,顧みる,12,国際,,
81,,,4.0,務める,12,参加,,
82,,,4.0,書く,12,限定,,
83,,,4.0,使う,12,経験,,
84,,,4.0,属する,12,存在,,
85,,,4.0,繰り返す,12,許容,,
86,,,4.0,逃れる,12,防衛,,
87,,,4.0,重ねる,12,個別的自衛権,,
88,,,4.0,さらす,11,明確,,
89,,,3.0,当てはまる,11,法案,,
90,,,3.0,歩む,11,確保,,
91,,,3.0,尊ぶ,11,整備,,
92,,,3.0,残す,11,大切,,
93,,,3.0,有す,11,環境,,
94,,,3.0,超える,11,維持,,
95,,,3.0,備える,11,整理,,
96,,,3.0,いける,11,一般,,
97,,,3.0,見える,11,問題,,
98,,,3.0,向ける,11,個別,,
99,,,3.0,やめる,10,全て,,
100,,,3.0,用いる,10,理解,,
101,,,3.0,ござる,10,皆さん,,
102,,,3.0,でき上がる,10,連携,,
103,,,3.0,縛る,10,いずれ,,
104,,,3.0,困る,10,戦闘行為,,
105,,,3.0,妨げる,10,掃海,,
106,,,3.0,しまう,10,昭和,,
107,,,3.0,持てる,10,排除,,
108,,,3.0,控える,10,前提,,
109,,,3.0,込む,10,質問,,
110,,,3.0,高まる,10,存立,,
111,,,3.0,わかる,10,客観的,,
112,,,3.0,託す,10,従来,,
113,,,2.0,伴う,10,範囲,,
114,,,2.0,立つ,10,答弁,,
115,,,2.0,去る,10,国連,,
116,,,2.0,来る,9,首脳会談,,
117,,,2.0,くれる,9,責任,,
118,,,2.0,振り向ける,9,具体,,
119,,,2.0,講ずる,9,考え,,
120,,,2.0,係る,9,生活,,
121,,,2.0,導き出す,9,影響,,
122,,,2.0,期す,9,可能性,,
123,,,2.0,積み重ねる,9,外国,,
124,,,2.0,堪える,9,非常,,
125,,,2.0,負う,9,相手,,
126,,,2.0,飛び越える,9,国家,,
127,,,2.0,生かす,9,支援,,
128,,,2.0,加える,9,当時,,
129,,,2.0,戻る,9,協議,,
130,,,2.0,たつ,9,政府見解,,
131,,,2.0,もらう,9,論理,,
132,,,2.0,聞く,9,同様,,
133,,,2.0,放つ,9,きずな,,
134,,,2.0,及ぼす,9,努力,,
135,,,2.0,行える,9,信頼,,
136,,,2.0,引き続く,9,"*
",,
137,,,2.0,徹す,9,原則,,
138,,,2.0,指す,9,同意,,
139,,,2.0,被る,9,個別具体,,
140,,,2.0,越える,9,紛争,,
141,,,2.0,準ずる,9,基本的,,
142,,,2.0,裏付ける,8,支持,,
143,,,2.0,禁じる,8,承知,,
144,,,2.0,対す,8,除去,,
145,,,2.0,帰る,8,脅威,,
146,,,2.0,照らす,8,強化,,
147,,,2.0,関わる,8,適切,,
148,,,2.0,構う,8,武器,,
149,,,2.0,向き合う,8,他方,,
150,,,2.0,めぐる,8,自衛隊員,,
151,,,2.0,かかる,8,課題,,
152,,,2.0,切る,8,ふう,,
153,,,2.0,切れる,8,自国,,
154,,,2.0,通る,8,制限,,
155,,,2.0,なくなる,8,抑止力,,
156,,,2.0,起こす,7,国々,,
157,,,2.0,抱える,7,今般,,
158,,,1.0,見直す,7,役割,,
159,,,1.0,はおる,7,今日,,
160,,,1.0,果たせる,7,部隊,,
161,,,1.0,知る,7,発射,,
162,,,1.0,伺う,7,能力,,
163,,,1.0,回る,7,情報,,
164,,,1.0,見舞う,7,提出,,
165,,,1.0,損なう,7,グレーゾーン,,
166,,,1.0,潜る,7,審議,,
167,,,1.0,荒れる,7,安定,,
168,,,1.0,つなぐ,7,相当,,
169,,,1.0,担ぐ,7,リスク,,
170,,,1.0,努める,7,協力,,
171,,,1.0,戦う,7,完遂,,
172,,,1.0,苦しむ,7,可能,,
173,,,1.0,誓う,7,切迫,,
174,,,1.0,立てる,7,深刻,,
175,,,1.0,願う,7,明らか,,
176,,,1.0,受け継ぐ,7,海外,,
177,,,1.0,耐える,7,派兵,,
178,,,1.0,組む,7,イラク戦争,,
179,,,1.0,かみしめる,7,米軍,,
180,,,1.0,承る,7,変化,,
181,,,1.0,かねる,7,意思,,
182,,,1.0,うねる,7,輸送,,
183,,,1.0,走る,7,一体,,
184,,,1.0,燃える,7,変更,,
185,,,1.0,誤る,7,共同,,
186,,,1.0,下す,7,残念,,
187,,,1.0,担う,7,後方支援,,
188,,,1.0,飛び立つ,7,非戦闘地域,,
189,,,1.0,移す,7,利益,,
190,,,1.0,始まる,6,現在,,
191,,,1.0,目指す,6,平和国家,,
192,,,1.0,応える,6,危機,,
193,,,1.0,危ぶむ,6,見直し,,
194,,,1.0,呼ぶ,6,行動,,
195,,,1.0,差し迫る,6,訓練,,
196,,,1.0,続く,6,方針,,
197,,,1.0,やじる,6,戦争,,
198,,,1.0,黙る,6,実態,,
199,,,1.0,適する,6,行為,,
200,,,1.0,つまる,6,海上保安庁,,
201,,,1.0,扱う,6,北朝鮮,,
202,,,1.0,捉える,6,海保,,
203,,,1.0,積む,6,慎重,,
204,,,1.0,比べる,6,運用,,
205,,,1.0,つくり出す,6,適当,,
206,,,1.0,取れる,6,政策,,
207,,,1.0,帯びる,6,高村,,
208,,,1.0,引っ込める,6,北側,,
209,,,1.0,信じる,6,特定,,
210,,,1.0,飛ぶ,6,備え,,
211,,,1.0,加わる,6,平時,,
212,,,1.0,改める,6,要望,,
213,,,1.0,取り組む,6,全力,,
214,,,1.0,深まる,6,義務,,
215,,,1.0,驚く,6,湾岸戦争,,
216,,,1.0,済む,6,現実,,
217,,,1.0,服する,6,当該,,
218,,,1.0,尽きる,6,集団安全保障,,
219,,,1.0,鑑みる,6,実施,,
220,,,1.0,設ける,6,領域,,
221,,,1.0,深める,6,主張,,
222,,,1.0,始める,6,お互い,,
223,,,1.0,決まる,5,先般,,
224,,,1.0,いつく,5,各国,,
225,,,1.0,解す,5,基本方針,,
226,,,1.0,参る,5,作成,,
227,,,1.0,動かす,5,体制,,
228,,,1.0,そろう,5,八割,,
229,,,1.0,併せる,5,事例,,
230,,,1.0,突っ込む,5,警察,,
231,,,1.0,交わす,5,迅速,,
232,,,1.0,狭まる,5,発令,,
233,,,1.0,広がる,5,手続,,
234,,,1.0,える,5,使用,,
235,,,1.0,積み上げる,5,考慮,,
236,,,1.0,亡くなる,5,決定,,
237,,,1.0,つかむ,5,国内,,
238,,,1.0,駆け付ける,5,職務,,
239,,,1.0,引き揚げる,5,皆様,,
240,,,1.0,置く,5,沖縄,,
241,,,1.0,成り立つ,5,世界,,
242,,,1.0,問う,5,示し,,
243,,,1.0,保つ,5,極め手,,
244,,,1.0,令する,5,承認,,
245,,,1.0,懸ける,5,結論,,
246,,,1.0,送る,5,幸せ,,
247,,,1.0,調べる,5,困難,,
248,,,1.0,間違える,5,有事,,
249,,,1.0,乗せる,5,重大,,
250,,,1.0,襲う,5,以外,,
251,,,1.0,勝る,5,返還,,
252,,,1.0,倒れる,5,普天間飛行場,,
253,,,1.0,表す,5,以内,,
